aozora-hack/cards/000082/files/1005_ruby_408,aozora-hack/cards/000082/files/1005_txt,半七捕物帳 01 お文の魂,岡本 綺堂,旧字旧仮名
aozora-hack/cards/000148/files/777_ruby_1717,aozora-hack/cards/000148/files/777_txt,aozora-hack/cards/000148/files/777_ruby,京に着ける夕,夏目 漱石,新字新仮名
aozora-hack/cards/000148/files/795_txt,aozora-hack/cards/000148/files/795_ruby,aozora-hack/cards/000148/files/795_ruby_1725,子規の画,夏目 漱石,新字新仮名
aozora-hack/cards/000148/files/763_ruby,aozora-hack/cards/000148/files/763_txt,aozora-hack/cards/000148/files/763_ruby_1709,変な音,夏目 漱石,新字新仮名
aozora-hack/cards/000148/files/764_ruby,aozora-hack/cards/000148/files/764_ruby_2927,aozora-hack/cards/000148/files/764_txt,変な音,夏目 漱石,旧字旧仮名
aozora-hack/cards/000182/files/3217_txt_70009,aozora-hack/cards/000182/files/3217_txt_7941,世界新秩序の原理,西田 幾多郎,旧字旧仮名
aozora-hack/cards/000182/files/3668_txt_16384,aozora-hack/cards/000182/files/3668_txt_70011,世界新秩序の原理,西田 幾多郎,新字新仮名
aozora-hack/cards/000129/files/682_txt,aozora-hack/cards/000129/files/682_ruby_15413,舞姫,森 鴎外,旧字旧仮名
